"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"2585",572122,"Kyle Seager","2585","100.00","0.278","0.221","0.295","0.499","0.371","0.386","0.293","166","597","86.7","18.9","2185","88.0","87.07","202","1084","1449","-0.9","5.97","113","154","117","149","292","319","298"
"2577",518934,"DJ LeMahieu","2577","100.00","0.348","0.147","0.388","0.495","0.394","0.391","0.334","192","552","86.3","12.5","2236","89.5","89.37","125","1075","1485","-0.1","6.04","110","149","108","147","307","321","293"
"2572",435622,"Ian Desmond","2572","100.00","0.285","0.162","0.350","0.446","0.341","0.317","0.252","178","625","86.4","10.6","2187","88.4","88.11","328","1192","1362","-0.3","6.08","105","150","110","145","303","321","292"
"2566",445988,"Martin Prado","2566","100.00","0.305","0.112","0.331","0.417","0.343","0.328","0.293","183","600","84.3","13.8","2179","89.0","88.50","106","1014","1527","-0.5","6.05","107","148","112","146","298","310","281"
"2566",592518,"Manny Machado","2566","100.00","0.294","0.239","0.309","0.533","0.374","0.372","0.289","188","640","85.6","19.8","2209","88.0","87.74","282","1263","1272","-0.3","6.00","107","151","116","145","302","322","292"
"2564",543333,"Eric Hosmer","2564","100.00","0.266","0.167","0.301","0.433","0.333","0.339","0.262","161","605","87.3","9.4","2191","88.4","87.76","324","1243","1298","-0.6","6.02","113","148","116","149","298","322","305"
"2552",596019,"Francisco Lindor","2552","100.00","0.301","0.134","0.324","0.435","0.345","0.338","0.283","182","604","84.6","12.7","2185","88.4","88.13","207","1201","1321","-0.3","6.04","108","147","103","145","287","312","291"
"2550",435079,"Ian Kinsler","2550","100.00","0.288","0.196","0.314","0.484","0.360","0.328","0.264","178","618","83.6","20.8","2202","89.0","88.49","182","1143","1392","-0.5","6.10","107","151","108","145","297","318","288"
"2547",547180,"Bryce Harper","2547","100.00","0.243","0.198","0.264","0.441","0.358","0.361","0.248","123","506","84.0","18.2","2163","88.6","88.20","245","1057","1407","-0.4","6.02","113","150","120","148","299","320","303"
"2545",429664,"Robinson Cano","2545","100.00","0.298","0.235","0.299","0.533","0.377","0.360","0.290","195","655","85.9","15.7","2196","88.7","87.79","224","1293","1213","-0.9","5.99","113","149","119","149","292","319","300"
"2524",446334,"Evan Longoria","2524","100.00","0.273","0.248","0.298","0.521","0.356","0.358","0.264","173","633","86.3","20.7","2212","88.2","87.57","321","1225","1277","-0.6","6.05","106","151","116","145","301","325","296"
"2516",405395,"Albert Pujols","2516","100.00","0.268","0.189","0.260","0.457","0.338","0.380","0.294","159","593","87.4","15.3","2210","88.4","87.50","181","1153","1342","-0.9","5.99","104","150","117","144","307","323","298"
"2513",608369,"Corey Seager","2513","100.00","0.308","0.204","0.355","0.512","0.379","0.380","0.303","193","627","85.4","15.0","2188","88.7","88.09","308","1320","1171","-0.6","6.01","113","149","114","149","294","317","304"
"2510",408234,"Miguel Cabrera","2510","100.00","0.316","0.247","0.336","0.563","0.409","0.459","0.340","188","595","87.7","17.6","2186","88.8","88.36","275","1222","1241","-0.4","6.09","107","150","118","146","306","324","297"
"2509",594777,"Kole Calhoun","2509","100.00","0.271","0.167","0.309","0.438","0.345","0.354","0.273","161","594","85.3","18.8","2174","88.4","87.45","314","1242","1260","-0.9","5.94","112","149","112","149","295","318","299"
"2509",598265,"Jackie Bradley Jr.","2509","100.00","0.267","0.219","0.312","0.486","0.360","0.336","0.243","149","558","84.8","16.3","2187","88.1","87.49","301","1127","1353","-0.6","6.01","112","146","110","148","286","317","302"
"2482",572039,"Stephen Piscotty","2482","100.00","0.273","0.184","0.319","0.457","0.348","0.345","0.262","159","582","83.8","16.1","2179","89.1","88.42","335","1299","1170","-0.7","6.10","108","150","114","147","304","319","294"
"2478",120074,"David Ortiz","2478","100.00","0.315","0.306","0.312","0.621","0.430","0.438","0.316","169","536","87.6","20.2","2187","88.6","87.92","207","1075","1346","-0.7","5.98","115","170","139","149","293","325","309"
"2474",514888,"Jose Altuve","2474","100.00","0.338","0.194","0.347","0.531","0.399","0.384","0.309","216","640","83.8","13.3","2193","87.9","87.44","184","1196","1226","-0.5","6.05","104","149","104","143","294","318","288"
"2468",434778,"Kendrys Morales","2468","100.00","0.263","0.204","0.283","0.468","0.343","0.399","0.300","147","558","88.0","15.6","2155","88.2","87.47","284","1184","1272","-0.7","6.00","112","157","127","148","300","322","302"
"2466",457759,"Justin Turner","2466","100.00","0.275","0.218","0.293","0.493","0.357","0.358","0.276","153","556","85.8","20.8","2217","89.5","88.87","203","1094","1356","-0.6","6.02","107","150","114","145","301","316","294"
"2466",408045,"Joe Mauer","2466","100.00","0.261","0.128","0.301","0.389","0.338","0.372","0.288","129","494","86.0","10.0","2188","88.7","88.14","134","868","1548","-0.6","6.00","113","147","115","148","289","315","299"
"2464",444876,"Alcides Escobar","2464","100.00","0.261","0.089","0.295","0.350","0.280","0.260","0.237","166","637","79.8","13.8","2210","88.5","87.90","272","1298","1127","-0.6","6.04","105","149","101","145","299","313","281"
"2449",452655,"Denard Span","2449","100.00","0.266","0.115","0.291","0.381","0.315","0.318","0.271","152","572","81.2","12.0","2190","89.4","89.09","151","1075","1355","-0.3","6.13","112","147","99","147","278","310","296"
"2443",134181,"Adrian Beltre","2443","100.00","0.300","0.221","0.293","0.521","0.378","0.374","0.292","175","583","85.8","18.7","2171","87.9","87.62","181","1189","1226","-0.3","6.06","106","150","115","145","303","323","294"
"2434",461314,"Matt Kemp","2434","100.00","0.268","0.231","0.297","0.499","0.340","0.350","0.267","167","623","83.7","16.5","2208","89.1","88.62","393","1336","1074","-0.5","6.06","107","150","116","144","302","319","296"
"2430",451594,"Dexter Fowler","2430","100.00","0.276","0.171","0.350","0.447","0.371","0.346","0.247","126","456","82.4","16.7","2186","88.7","88.19","209","947","1466","-0.5","6.04","114","148","106","149","291","314","297"
"2428",608070,"Jose Ramirez","2428","100.00","0.312","0.150","0.333","0.462","0.360","0.332","0.283","176","565","83.6","18.5","2165","88.7","88.47","135","1065","1351","-0.2","6.08","109","147","102","145","286","311","291"
"2427",514917,"Cesar Hernandez","2427","100.00","0.294","0.099","0.363","0.393","0.340","0.305","0.254","161","547","80.2","9.8","2167","89.5","88.83","218","1072","1315","-0.7","6.11","108","147","96","147","281","307","288"
"2416",434670,"Hanley Ramirez","2416","100.00","0.286","0.219","0.315","0.505","0.374","0.355","0.267","157","549","85.2","14.3","2226","89.0","88.29","268","1121","1269","-0.7","6.01","106","150","116","145","294","321","298"
"2412",571875,"Jake Lamb","2412","100.00","0.248","0.260","0.293","0.508","0.358","0.350","0.248","130","524","86.3","17.2","2209","88.9","88.75","305","1052","1337","-0.2","6.05","113","151","124","148","294","321","304"
"2401",570256,"Gregory Polanco","2401","100.00","0.258","0.205","0.291","0.463","0.338","0.341","0.270","136","527","85.4","16.1","2189","88.9","88.28","238","1100","1273","-0.6","6.11","114","146","110","150","298","317","298"
"2394",408236,"Adrian Gonzalez","2394","100.00","0.285","0.150","0.328","0.435","0.344","0.341","0.278","162","568","84.6","13.8","2196","89.2","88.62","264","1148","1206","-0.6","6.00","114","164","126","148","294","317","305"
"2391",572761,"Matt Carpenter","2391","100.00","0.271","0.235","0.307","0.505","0.380","0.397","0.281","128","473","86.1","20.0","2144","89.0","88.33","176","915","1440","-0.7","6.07","118","150","110","151","294","318","301"
"2383",459431,"Michael Saunders","2383","100.00","0.253","0.224","0.321","0.478","0.351","0.326","0.236","124","490","84.4","14.2","2198","88.3","87.72","310","1061","1305","-0.6","6.03","113","151","117","148","294","322","299"
"2376",466320,"Melky Cabrera","2376","100.00","0.296","0.159","0.314","0.455","0.347","0.318","0.279","175","591","84.3","16.6","2186","88.9","88.12","163","1162","1207","-0.8","6.02","111","147","109","147","290","315","292"
"2366",520471,"Freddy Galvis","2366","100.00","0.241","0.157","0.279","0.398","0.288","0.267","0.229","141","585","81.2","18.9","2168","89.3","88.72","259","1235","1090","-0.6","6.15","108","147","98","147","284","309","289"
"2366",543063,"Brandon Crawford","2366","100.00","0.275","0.156","0.322","0.430","0.337","0.327","0.253","152","553","84.3","17.4","2183","88.6","88.25","319","1197","1124","-0.3","6.09","112","147","109","148","291","318","302"
"2352",523253,"Logan Forsythe","2352","100.00","0.264","0.180","0.314","0.444","0.340","0.350","0.267","135","511","85.0","17.8","2224","89.0","88.35","211","931","1413","-0.7","6.04","108","152","112","146","300","320","288"
"2336",430945,"Adam Jones","2336","100.00","0.265","0.171","0.280","0.436","0.323","0.330","0.260","164","619","83.4","18.9","2209","88.0","87.65","369","1411","913","-0.4","6.01","108","151","113","145","301","322","291"
"2336",608365,"Addison Russell","2336","100.00","0.238","0.179","0.277","0.417","0.323","0.313","0.226","125","525","83.9","19.6","2197","89.1","88.61","340","1161","1137","-0.5","6.09","106","149","108","144","297","313","290"
"2334",453056,"Jacoby Ellsbury","2334","100.00","0.263","0.111","0.295","0.374","0.306","0.300","0.259","145","551","82.3","15.5","2196","88.9","88.11","181","1084","1242","-0.8","5.98","109","146","101","147","282","313","292"
"2331",501981,"Khris Davis","2331","100.00","0.247","0.277","0.270","0.524","0.351","0.365","0.252","137","555","86.5","17.7","2205","88.6","88.02","410","1210","1113","-0.6","6.11","106","150","116","145","302","322","294"
"2327",471865,"Carlos Gonzalez","2327","100.00","0.298","0.207","0.346","0.505","0.369","0.344","0.273","174","584","85.2","13.1","2200","89.1","88.97","366","1191","1114","-0.1","6.04","115","158","129","148","304","329","310"
"2324",543543,"Brad Miller","2324","100.00","0.243","0.239","0.277","0.482","0.336","0.318","0.237","133","548","84.8","18.7","2199","88.4","87.69","307","1140","1180","-0.7","6.04","112","149","109","149","290","321","299"
"2316",400121,"Victor Martinez","2316","100.00","0.289","0.186","0.303","0.476","0.359","0.378","0.295","160","553","86.0","19.2","2168","88.2","87.70","185","1074","1212","-0.5","6.09","113","162","130","150","297","321","298"
"2314",457787,"Danny Espinosa","2314","100.00","0.209","0.169","0.261","0.378","0.301","0.291","0.196","108","516","82.9","17.9","2168","88.2","87.63","366","1102","1119","-0.6","6.01","107","146","104","147","293","314","298"
"2303",457803,"Jay Bruce","2303","100.00","0.250","0.256","0.266","0.506","0.347","0.337","0.250","135","539","84.3","17.3","2172","88.3","87.72","306","1179","1092","-0.6","6.03","112","158","126","148","295","317","298"
"2297",457763,"Buster Posey","2297","100.00","0.288","0.147","0.303","0.434","0.350","0.375","0.296","155","539","86.4","14.5","2227","89.3","88.96","151","1071","1195","-0.3","6.14","107","150","115","146","300","320","293"
"2294",474568,"Jordy Mercer","2294","100.00","0.256","0.118","0.286","0.374","0.310","0.301","0.246","133","519","82.2","14.2","2213","88.8","88.33","149","990","1260","-0.5","6.12","108","149","109","145","300","311","284"
"2284",431145,"Russell Martin","2284","100.00","0.231","0.167","0.291","0.398","0.325","0.328","0.224","105","455","84.4","13.1","2236","88.3","87.74","266","888","1382","-0.6","6.06","106","150","114","145","303","320","288"
"2281",518792,"Jason Heyward","2281","100.00","0.230","0.094","0.266","0.325","0.285","0.303","0.250","122","530","82.9","16.1","2213","89.9","89.36","161","942","1330","-0.5","6.10","113","147","113","150","291","315","300"
"2258",608577,"Nomar Mazara","2258","100.00","0.266","0.153","0.299","0.419","0.323","0.326","0.260","137","516","82.7","12.8","2161","87.4","86.95","205","1007","1241","-0.5","6.04","112","147","115","148","293","320","299"
"2251",516770,"Starlin Castro","2251","100.00","0.270","0.163","0.305","0.433","0.317","0.310","0.262","156","577","83.7","13.3","2212","88.2","87.50","271","1162","1085","-0.7","5.99","107","150","114","145","298","316","285"
"2247",596748,"Maikel Franco","2247","100.00","0.255","0.172","0.271","0.427","0.319","0.326","0.262","148","581","85.1","17.2","2179","88.8","88.13","280","1155","1064","-0.7","6.14","107","151","115","144","296","319","292"
"2232",570731,"Jonathan Schoop","2232","100.00","0.267","0.187","0.305","0.454","0.324","0.297","0.248","164","615","82.9","17.9","2205","88.1","87.74","389","1344","879","-0.4","6.02","106","151","114","145","301","322","290"
"2232",547982,"Leonys Martin","2232","100.00","0.247","0.131","0.313","0.378","0.300","0.275","0.218","128","518","80.6","16.0","2181","88.0","87.05","329","1097","1075","-1.0","5.97","105","145","96","147","285","314","294"
"2226",594807,"Adam Duvall","2226","100.00","0.241","0.257","0.275","0.498","0.335","0.333","0.242","133","552","83.9","22.8","2199","89.0","88.49","307","1107","1109","-0.5","6.05","107","150","115","144","298","316","291"
"2226",542303,"Marcell Ozuna","2226","100.00","0.266","0.187","0.296","0.452","0.335","0.339","0.269","148","557","86.9","13.6","2167","88.5","88.02","278","1044","1171","-0.5","6.05","108","150","115","146","302","318","294"
"2225",400284,"Chase Utley","2225","100.00","0.252","0.145","0.299","0.396","0.316","0.315","0.255","129","512","83.9","14.8","2172","89.0","88.53","168","891","1315","-0.5","6.03","116","153","118","146","290","314","300"
"2209",518960,"Jonathan Lucroy","2209","100.00","0.292","0.208","0.322","0.500","0.369","0.354","0.277","143","490","84.6","18.9","2198","89.1","88.81","184","945","1242","-0.3","6.12","106","148","112","145","299","314","288"
"2196",430832,"Jose Bautista","2196","100.00","0.234","0.217","0.255","0.452","0.359","0.371","0.257","99","423","86.8","20.9","2225","88.0","87.30","171","804","1386","-0.7","6.00","107","151","117","145","301","326","300"
"2193",493316,"Yoenis Cespedes","2193","100.00","0.280","0.251","0.298","0.530","0.377","0.375","0.278","134","479","85.6","21.0","2233","89.7","89.14","254","1030","1129","-0.6","6.10","107","151","116","145","300","320","298"
"2188",136860,"Carlos Beltran","2188","100.00","0.295","0.217","0.315","0.513","0.364","0.330","0.274","163","552","86.3","15.3","2170","87.7","87.26","196","998","1171","-0.4","6.08","110","154","123","148","297","319","293"
"2181",596059,"Rougned Odor","2181","100.00","0.272","0.231","0.299","0.503","0.340","0.310","0.246","165","606","84.4","17.8","2179","86.9","86.48","281","1183","984","-0.4","6.05","109","147","106","149","294","320","298"
"2142",592663,"J.T. Realmuto","2142","100.00","0.303","0.126","0.357","0.428","0.339","0.302","0.257","154","509","84.2","15.5","2170","89.0","88.45","201","1028","1102","-0.5","6.05","108","150","112","146","298","313","287"
"2131",543768,"Travis Shaw","2131","100.00","0.242","0.179","0.299","0.421","0.316","0.311","0.232","116","480","82.9","20.4","2203","88.6","87.82","248","1016","1093","-0.8","5.99","114","150","122","149","285","317","304"
"2126",460086,"Alex Gordon","2126","100.00","0.220","0.160","0.288","0.380","0.308","0.328","0.231","98","445","83.3","16.7","2193","88.5","87.80","272","924","1181","-0.7","6.02","115","151","118","150","293","318","300"
"2125",519390,"Stephen Vogt","2125","100.00","0.251","0.155","0.275","0.406","0.311","0.315","0.255","123","490","82.2","22.6","2176","87.7","87.33","166","962","1146","-0.4","6.14","115","156","119","150","290","318","297"
"2124",456488,"Eduardo Nunez","2124","100.00","0.288","0.145","0.314","0.432","0.329","0.296","0.248","159","553","83.4","15.3","2229","89.2","88.55","192","1118","967","-0.6","6.02","105","148","102","144","297","314","285"
"2124",607680,"Kevin Pillar","2124","100.00","0.266","0.109","0.306","0.376","0.298","0.283","0.248","146","548","81.8","12.5","2233","88.5","87.85","194","1039","1064","-0.6","6.02","103","149","105","145","299","317","286"
"2117",434636,"Angel Pagan","2117","100.00","0.277","0.141","0.298","0.418","0.327","0.319","0.280","137","495","82.3","18.0","2199","89.8","89.58","100","859","1250","-0.2","6.17","110","148","101","148","285","311","293"
"2111",572816,"Corey Dickerson","2111","100.00","0.245","0.224","0.285","0.469","0.325","0.308","0.229","125","510","83.9","23.3","2169","88.4","87.83","344","1181","908","-0.6","6.06","112","150","116","149","295","323","300"
"2105",460075,"Ryan Braun","2105","100.00","0.305","0.233","0.326","0.538","0.388","0.355","0.280","156","511","86.6","10.0","2181","89.0","88.79","224","1072","994","-0.2","6.13","107","148","114","145","302","318","295"
"2101",593934,"Miguel Sano","2101","100.00","0.236","0.227","0.329","0.462","0.338","0.325","0.213","103","437","87.0","19.2","2226","88.2","87.63","307","860","1238","-0.6","6.04","106","151","117","145","302","320","294"
"2100",453064,"Troy Tulowitzki","2100","100.00","0.254","0.189","0.272","0.443","0.331","0.354","0.266","125","492","85.1","19.8","2234","88.9","88.33","195","935","1158","-0.6","6.06","106","151","117","145","302","324","295"
"2094",542255,"Ender Inciarte","2094","100.00","0.291","0.090","0.329","0.381","0.325","0.291","0.255","152","522","81.1","13.2","2203","89.6","89.03","106","956","1083","-0.6","6.03","107","145","94","144","280","307","295"
"2093",452104,"Chase Headley","2093","100.00","0.253","0.133","0.306","0.385","0.319","0.318","0.246","118","467","82.4","13.2","2205","88.1","87.43","228","917","1157","-0.7","5.97","111","154","120","147","290","315","291"
"2092",408252,"Brandon Phillips","2092","100.00","0.291","0.125","0.312","0.416","0.320","0.296","0.263","160","550","81.3","14.1","2197","89.2","88.66","229","1202","867","-0.5","6.06","107","149","113","145","297","312","284"
"2083",462101,"Elvis Andrus","2083","100.00","0.302","0.136","0.333","0.439","0.349","0.323","0.276","153","506","83.8","11.4","2178","88.1","87.85","146","897","1168","-0.3","6.10","104","148","103","145","299","314","282"
"2082",452678,"Asdrubal Cabrera","2082","100.00","0.280","0.194","0.310","0.474","0.351","0.325","0.257","146","521","84.1","16.2","2206","88.9","88.28","242","1048","1007","-0.6","6.07","112","148","110","149","291","313","295"
"2080",502517,"Daniel Murphy","2080","100.00","0.347","0.249","0.348","0.595","0.418","0.403","0.320","184","531","87.7","19.0","2166","88.6","88.21","115","956","1080","-0.4","6.03","113","148","114","148","290","315","300"
"2072",425877,"Yadier Molina","2072","100.00","0.307","0.120","0.335","0.427","0.348","0.343","0.290","164","534","83.6","15.5","2185","89.7","89.05","168","1103","955","-0.6","6.11","110","150","115","148","303","315","287"
"2070",435062,"Howie Kendrick","2070","100.00","0.254","0.111","0.300","0.365","0.309","0.341","0.275","124","488","85.9","8.6","2210","89.7","89.17","206","993","1067","-0.5","6.05","109","150","112","147","302","314","290"
"2069",571697,"Scooter Gennett","2069","100.00","0.263","0.149","0.315","0.412","0.318","0.281","0.232","131","498","83.8","16.9","2152","89.0","88.68","237","1045","998","-0.3","6.10","113","147","103","149","284","309","297"
"2068",544369,"Didi Gregorius","2068","100.00","0.277","0.171","0.292","0.448","0.322","0.271","0.241","156","563","81.0","17.7","2202","88.8","88.21","212","1141","908","-0.6","6.02","111","147","103","148","283","314","292"
"2064",501896,"David Freese","2064","100.00","0.270","0.142","0.372","0.412","0.340","0.328","0.246","118","437","84.4","7.9","2190","89.7","89.05","255","916","1132","-0.7","6.10","108","150","115","145","304","317","289"
"2030",425834,"Melvin Upton Jr.","2030","100.00","0.238","0.165","0.300","0.402","0.300","0.293","0.227","117","492","84.0","14.5","2247","89.2","88.84","353","1016","1006","-0.4","6.08","107","150","111","145","300","318","291"
"2022",502110,"J.D. Martinez","2022","100.00","0.307","0.228","0.378","0.535","0.389","0.395","0.289","141","460","85.9","17.2","2210","88.5","87.95","310","1059","952","-0.5","6.10","108","150","116","146","303","322","296"
"2021",502143,"Danny Valencia","2021","100.00","0.287","0.159","0.346","0.446","0.347","0.346","0.274","135","471","85.1","13.6","2215","87.9","87.41","251","891","1126","-0.5","6.09","106","151","116","146","302","321","294"
"2013",435263,"Brian McCann","2013","100.00","0.242","0.170","0.269","0.413","0.331","0.336","0.247","104","429","84.7","22.5","2193","87.7","86.92","170","863","1134","-0.8","5.97","115","165","129","148","294","319","293"
"2005",596144,"Cheslor Cuthbert","2005","100.00","0.274","0.139","0.320","0.413","0.320","0.272","0.232","130","475","84.0","17.5","2212","89.0","88.43","229","988","1016","-0.6","6.06","106","150","110","146","301","317","289"
"1999",592626,"Joc Pederson","1999","100.00","0.246","0.249","0.296","0.495","0.364","0.350","0.238","100","406","84.9","18.4","2188","88.6","88.04","220","821","1146","-0.6","6.02","115","154","121","146","297","318","304"
"1999",611177,"Adonis Garcia","1999","100.00","0.273","0.133","0.308","0.406","0.314","0.325","0.282","145","532","84.8","13.7","2197","89.2","88.54","222","1049","930","-0.7","5.99","107","149","114","145","300","316","292"
"1996",516782,"Starling Marte","1996","100.00","0.311","0.145","0.380","0.456","0.358","0.326","0.269","152","489","81.9","11.0","2186","88.9","88.34","276","1069","878","-0.6","6.10","105","149","106","144","303","317","291"
"1987",578428,"Jose Iglesias","1987","100.00","0.255","0.081","0.276","0.336","0.284","0.272","0.243","119","467","79.8","12.3","2219","89.1","88.62","92","874","1084","-0.5","6.07","105","148","101","144","294","308","276"
"1982",588751,"Adeiny Hechavarria","1982","100.00","0.236","0.075","0.269","0.311","0.266","0.296","0.264","120","508","83.4","13.2","2199","88.9","88.33","159","982","963","-0.6","6.06","105","148","103","145","298","310","281"
"1978",605412,"Joe Panik","1978","100.00","0.239","0.140","0.245","0.379","0.306","0.330","0.261","111","464","83.0","15.9","2196","89.2","88.89","92","818","1134","-0.3","6.11","112","146","102","147","282","313","298"
"1972",630111,"Yasmany Tomas","1972","100.00","0.272","0.236","0.310","0.508","0.350","0.342","0.269","144","530","85.7","14.8","2250","88.2","87.91","348","1136","819","-0.3","5.97","110","150","116","146","303","321","296"
"1971",519048,"Mitch Moreland","1971","100.00","0.233","0.189","0.266","0.422","0.314","0.344","0.259","107","460","85.2","18.0","2182","87.3","86.92","273","957","993","-0.4","6.03","113","162","127","149","298","322","301"
"1971",518735,"Yasmani Grandal","1971","100.00","0.228","0.249","0.250","0.477","0.354","0.363","0.244","89","390","86.2","17.0","2181","89.1","88.56","217","771","1194","-0.5","6.03","114","160","121","149","296","315","302"
"1956",488862,"Yunel Escobar","1956","100.00","0.304","0.087","0.339","0.391","0.331","0.323","0.284","157","516","84.8","7.0","2206","88.9","87.98","158","950","1001","-0.9","5.97","106","150","107","145","302","316","286"
"1947",592273,"Brandon Drury","1947","100.00","0.282","0.176","0.327","0.458","0.341","0.313","0.257","130","461","84.9","12.4","2210","88.5","88.26","200","871","1065","-0.2","6.00","108","150","113","146","300","318","295"
"1914",503556,"Marwin Gonzalez","1914","100.00","0.254","0.147","0.311","0.401","0.299","0.285","0.235","123","484","83.1","9.4","2145","87.6","87.02","239","925","963","-0.6","6.03","105","147","103","147","291","320","293"
"1901",594828,"Evan Gattis","1901","100.00","0.251","0.258","0.274","0.509","0.352","0.324","0.233","112","446","84.4","16.5","2199","87.7","87.10","226","861","1014","-0.6","6.07","107","151","116","145","297","323","294"
"1901",519083,"Derek Norris","1901","100.00","0.186","0.142","0.238","0.328","0.259","0.282","0.218","77","415","82.3","20.0","2220","89.2","88.75","229","847","1034","-0.5","6.08","108","150","114","145","297","316","291"
"1900",424825,"Coco Crisp","1900","100.00","0.231","0.166","0.252","0.397","0.304","0.296","0.239","103","446","81.4","14.3","2148","88.4","88.07","148","803","1081","-0.3","6.16","108","146","98","146","281","310","291"
"1900",446359,"Zack Cozart","1900","100.00","0.252","0.172","0.274","0.425","0.318","0.296","0.242","117","464","83.0","16.7","2189","89.0","88.47","166","887","995","-0.5","6.03","108","149","107","144","295","312","285"
"1896",543281,"Josh Harrison","1896","100.00","0.283","0.105","0.323","0.388","0.303","0.276","0.240","138","487","82.3","16.2","2196","89.7","89.18","207","1028","853","-0.5","6.14","106","148","103","145","301","313","287"
"1892",519317,"Giancarlo Stanton","1892","100.00","0.240","0.249","0.290","0.489","0.350","0.347","0.239","99","413","86.7","17.6","2187","88.6","88.14","307","864","1005","-0.5","6.06","106","151","119","145","307","325","302"
"1883",475174,"Yonder Alonso","1883","100.00","0.253","0.114","0.284","0.367","0.304","0.331","0.270","122","482","84.0","15.1","2174","87.8","87.37","154","871","1005","-0.4","6.11","113","152","116","150","286","316","299"
"1875",521692,"Salvador Perez","1875","100.00","0.247","0.191","0.280","0.438","0.313","0.293","0.236","127","514","84.4","20.7","2210","88.5","87.91","241","1028","827","-0.6","6.03","107","152","115","146","302","321","296"
"1868",467092,"Wilson Ramos","1868","100.00","0.307","0.189","0.327","0.496","0.367","0.364","0.293","148","482","86.7","9.6","2205","88.7","88.33","178","934","924","-0.4","6.06","108","150","115","146","300","315","293"
"1862",456078,"Welington Castillo","1862","100.00","0.264","0.159","0.337","0.423","0.325","0.312","0.244","110","416","85.0","18.3","2225","88.4","88.15","218","809","1037","-0.3","6.02","108","151","115","144","300","320","295"
"1857",452234,"Seth Smith","1857","100.00","0.249","0.167","0.282","0.415","0.335","0.367","0.271","94","378","84.7","13.3","2170","88.2","87.29","164","735","1108","-0.9","5.99","111","155","120","149","287","315","297"
"1843",545341,"Randal Grichuk","1843","100.00","0.240","0.240","0.294","0.480","0.328","0.317","0.233","107","446","86.1","22.0","2180","88.8","88.05","301","992","848","-0.8","6.07","107","151","114","145","304","320","294"
"1840",493351,"Alexei Ramirez","1840","100.00","0.241","0.092","0.265","0.333","0.270","0.261","0.241","115","478","81.4","11.1","2212","88.5","88.02","148","891","928","-0.5","6.08","108","150","108","146","296","313","285"
"1839",435522,"Neil Walker","1839","100.00","0.282","0.194","0.302","0.476","0.357","0.357","0.271","116","412","84.5","20.0","2195","88.7","88.13","171","855","969","-0.6","6.09","112","149","116","148","294","317","298"
"1838",434658,"Rajai Davis","1838","100.00","0.249","0.139","0.299","0.388","0.305","0.275","0.224","113","454","81.2","20.2","2188","88.6","88.29","227","943","876","-0.3","6.02","104","148","102","143","294","311","284"
"1836",519306,"Steven Souza Jr.","1836","100.00","0.247","0.163","0.348","0.409","0.312","0.300","0.220","106","430","83.0","17.6","2219","88.6","87.96","308","912","917","-0.6","6.06","106","151","112","145","301","325","295"
"1829",475582,"Ryan Zimmerman","1829","100.00","0.218","0.152","0.248","0.370","0.281","0.315","0.244","93","427","87.2","15.1","2220","89.3","88.78","192","799","1022","-0.5","6.04","108","150","115","146","300","317","295"
"1829",448602,"Mark Reynolds","1829","100.00","0.282","0.168","0.361","0.450","0.354","0.310","0.231","111","393","82.6","16.4","2227","88.9","88.54","225","842","979","-0.4","5.96","109","150","115","144","306","327","300"
"1827",461235,"Brandon Moss","1827","100.00","0.225","0.259","0.261","0.484","0.334","0.338","0.231","93","413","83.3","24.8","2144","88.9","88.33","327","926","883","-0.6","6.11","116","160","125","150","300","321","303"
"1805",452254,"Hunter Pence","1805","100.00","0.289","0.162","0.348","0.451","0.354","0.334","0.254","114","395","86.2","12.1","2236","88.9","88.64","258","824","976","-0.3","6.15","107","150","115","145","298","319","294"
"1803",429666,"J.J. Hardy","1803","100.00","0.269","0.138","0.299","0.407","0.311","0.307","0.259","109","405","86.7","17.9","2200","89.3","88.88","99","654","1144","-0.4","6.03","105","150","113","145","299","318","287"
"1780",407893,"Mark Teixeira","1780","100.00","0.204","0.158","0.238","0.362","0.291","0.317","0.228","79","387","84.5","14.7","2190","87.9","87.22","176","759","1017","-0.7","5.99","111","162","130","148","294","319","293"
"1774",596115,"Trevor Story","1774","100.00","0.272","0.296","0.343","0.567","0.383","0.356","0.252","101","372","83.6","22.9","2256","88.7","88.46","239","814","945","-0.2","6.01","107","150","114","145","306","326","302"
"1773",571740,"Billy Hamilton","1773","100.00","0.260","0.083","0.329","0.343","0.292","0.248","0.217","107","411","76.4","13.5","2158","89.2","88.64","150","780","966","-0.6","6.01","98","140","88","141","279","303","286"
"1766",606466,"Ketel Marte","1766","100.00","0.259","0.064","0.313","0.323","0.269","0.250","0.234","113","437","80.1","10.5","2160","88.3","87.46","159","846","899","-0.8","6.00","103","144","95","144","279","309","290"
"1763",456715,"Lorenzo Cain","1763","100.00","0.287","0.121","0.341","0.408","0.329","0.317","0.268","114","397","83.6","13.9","2215","89.0","88.40","195","841","914","-0.6","6.05","105","149","111","145","300","316","290"
