pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance
543,527043,Jefry Marte,543,100,0.173,0.134,0.2,0.307,0.261,0.273,0.196,22,127,82.5,12.2,2201,87.5,86.81,69,238,301,-0.7,5.97,107,151,113,145,303,321,292
625,445988,Martin Prado,625,100,0.25,0.107,0.282,0.357,0.279,0.273,0.245,35,140,82.1,12.3,2211,88.7,87.92,33,233,391,-0.8,5.98,109,150,112,147,300,312,288
641,454560,A.J. Ellis,641,100,0.21,0.161,0.222,0.371,0.294,0.273,0.197,30,143,80.8,16.5,2227,90.1,89.58,52,270,365,-0.5,6.09,108,149,113,146,297,309,281
537,624414,Christian Arroyo,537,100,0.192,0.112,0.231,0.304,0.244,0.273,0.227,24,125,79.6,10.8,2196,87.4,86.75,55,278,253,-0.7,5.97,110,150,110,146,296,314,288
1593,628338,Guillermo Heredia,1593,100,0.249,0.088,0.284,0.337,0.294,0.273,0.224,96,386,79.3,14.4,2243,89.1,88.68,103,692,864,-0.4,6.1,102,148,101,145,295,314,282
822,592192,Mark Canha,822,100,0.208,0.173,0.274,0.382,0.279,0.272,0.208,36,173,81.5,21.3,2209,88.2,87.71,106,410,405,-0.5,6.02,106,150,114,146,300,323,291
756,553869,Elias Diaz,756,100,0.223,0.09,0.273,0.314,0.258,0.272,0.238,42,188,80.6,15.2,2212,89.6,89.22,74,390,366,-0.4,6.06,109,149,114,146,301,312,286
617,606132,Raimel Tapia,617,100,0.288,0.138,0.361,0.425,0.329,0.272,0.242,46,160,75.4,15.1,2234,89.6,89.17,78,354,252,-0.4,5.99,109,145,95,146,288,313,303
403,614173,Franchy Cordero,403,100,0.228,0.196,0.4,0.424,0.298,0.271,0.197,21,92,81.9,14,2242,89,88.32,89,209,194,-0.7,5.89,116,150,105,151,294,317,298
466,596103,Austin Slater,466,100,0.282,0.12,0.353,0.402,0.329,0.27,0.217,33,117,84.5,8.1,2262,88.9,88.66,59,219,245,-0.2,6.1,109,150,110,146,303,320,291
771,489138,Tyler Moore,771,100,0.23,0.171,0.287,0.401,0.285,0.27,0.212,43,187,83.3,21.2,2155,88.2,87.51,116,392,377,-0.7,5.99,107,151,114,146,302,319,293
316,543706,Daniel Robertson,316,100,0.225,0.113,0.224,0.338,0.276,0.27,0.238,18,80,81.1,-1.6,2197,88,87.67,6,122,188,-0.3,6.05,107,149,103,143,289,307,283
332,451089,Shane Peterson,332,100,0.253,0.139,0.316,0.392,0.305,0.27,0.214,20,79,80.4,21.2,2220,87.7,86.88,55,185,144,-0.8,5.9,114,149,105,149,285,319,299
865,642707,Allen Cordoba,865,100,0.208,0.089,0.259,0.297,0.263,0.27,0.217,42,202,77,10,2273,88.2,87.52,107,377,474,-0.7,5.9,109,151,106,147,299,314,288
1369,572008,Chris Owings,1369,100,0.268,0.174,0.318,0.442,0.317,0.269,0.226,97,362,81,14.8,2269,88.1,87.41,176,759,599,-0.7,5.88,106,149,104,146,303,318,292
1245,506702,Sandy Leon,1245,100,0.225,0.129,0.28,0.354,0.285,0.269,0.213,61,271,78.3,21.1,2213,88,87.37,120,563,676,-0.6,5.96,113,154,115,148,284,318,297
1035,429666,J.J. Hardy,1035,100,0.217,0.106,0.252,0.323,0.255,0.268,0.229,55,254,83,14.8,2250,89.5,88.87,75,409,625,-0.6,6,108,151,112,147,295,315,282
906,595375,JT Riddle,906,100,0.25,0.105,0.3,0.355,0.276,0.268,0.226,57,228,80.8,11.4,2178,88.7,88.04,106,464,426,-0.7,6.01,108,146,101,148,288,314,298
364,458085,Chris Coghlan,364,100,0.2,0.067,0.264,0.267,0.261,0.268,0.201,15,75,76.9,11.8,2212,88.7,87.99,34,172,188,-0.7,5.9,108,146,104,149,290,321,298
440,452220,Stephen Drew,440,100,0.253,0.105,0.303,0.358,0.29,0.267,0.209,24,95,84.2,23,2151,88.1,87.83,38,177,263,-0.3,6.17,116,148,114,150,292,315,297
564,516949,Hector Sanchez,564,100,0.219,0.204,0.247,0.423,0.285,0.267,0.21,30,137,82.3,21.7,2189,89.2,88.62,86,293,267,-0.6,5.97,111,157,119,150,295,318,299
1051,621002,Daniel Robertson,1051,100,0.206,0.119,0.282,0.326,0.287,0.267,0.176,45,218,80.1,13,2232,88.8,88.09,106,434,611,-0.7,6.01,107,151,111,147,299,321,287
637,605113,Nick Ahmed,637,100,0.251,0.168,0.295,0.419,0.312,0.267,0.224,42,167,80,14.7,2225,88.2,87.59,93,326,297,-0.6,5.88,107,151,105,148,303,319,292
547,620443,Luis Torrens,547,100,0.163,0.041,0.215,0.203,0.208,0.267,0.217,20,123,79.5,9.5,2259,89.4,88.88,68,261,271,-0.5,5.93,110,150,112,146,297,315,287
1819,578428,Jose Iglesias,1819,100,0.255,0.114,0.285,0.369,0.287,0.266,0.246,118,463,79.1,13.6,2253,88.6,88.28,130,843,965,-0.3,6.08,105,148,102,145,294,312,277
853,605509,Kelby Tomlinson,853,100,0.258,0.057,0.327,0.314,0.293,0.266,0.221,50,194,76.8,11.4,2226,89.5,88.94,65,373,465,-0.6,6.01,107,148,102,146,295,307,277
677,553988,Dixon Machado,677,100,0.259,0.06,0.311,0.319,0.276,0.265,0.23,43,166,80.1,7.5,2210,89,88.79,59,274,400,-0.2,6.18,106,150,107,145,294,313,279
1367,430947,Erick Aybar,1367,100,0.234,0.114,0.262,0.348,0.287,0.265,0.218,78,333,79.5,12,2231,88.4,87.69,107,647,705,-0.7,5.9,108,148,100,147,285,312,293
2237,444876,Alcides Escobar,2237,100,0.25,0.107,0.291,0.357,0.272,0.265,0.243,150,599,79.2,17.6,2242,88.4,88.15,247,1186,1025,-0.3,6.1,104,148,101,145,298,314,281
443,624585,Jorge Soler,443,100,0.144,0.113,0.203,0.258,0.233,0.264,0.177,14,97,82.4,17.8,2223,87.9,87.56,62,177,261,-0.3,6.05,107,151,115,146,303,325,295
2117,641313,Tim Anderson,2117,100,0.257,0.145,0.328,0.402,0.293,0.264,0.229,151,587,80.1,12.1,2279,88,87.57,345,1158,948,-0.4,6.06,104,148,103,144,295,315,285
1033,501571,Juan Lagares,1033,100,0.25,0.115,0.309,0.365,0.29,0.264,0.223,63,252,79.5,12.6,2236,88.7,88.24,106,477,541,-0.5,6.1,106,150,105,147,297,313,288
1074,649557,Aledmys Diaz,1074,100,0.259,0.133,0.282,0.392,0.297,0.263,0.231,74,286,81.4,16.8,2232,87.6,86.91,124,560,504,-0.7,5.9,109,151,109,147,303,318,290
888,460060,Cliff Pennington,888,100,0.253,0.077,0.333,0.33,0.283,0.263,0.219,49,194,80.4,18.2,2169,88.7,88.21,98,394,486,-0.5,5.99,112,147,103,147,286,314,294
572,596144,Cheslor Cuthbert,572,100,0.231,0.091,0.301,0.322,0.266,0.263,0.22,33,143,80,21.2,2249,88.3,88.06,88,298,274,-0.2,6.11,109,151,113,146,301,319,288
414,452672,Ryan Hanigan,414,100,0.267,0.079,0.338,0.347,0.299,0.263,0.222,27,101,79,8.1,2190,89.8,89.57,40,180,225,-0.2,6.03,109,149,112,145,304,319,292
307,543216,Conor Gillaspie,307,100,0.163,0.125,0.159,0.288,0.224,0.262,0.209,13,80,81,13.3,2185,89.1,88.49,27,146,160,-0.6,5.97,115,153,119,148,285,315,302
482,430001,Rickie Weeks Jr.,482,100,0.216,0.124,0.413,0.34,0.301,0.261,0.165,21,97,81.8,18.8,2260,86.8,86.12,98,211,268,-0.7,6.02,107,152,115,147,294,326,291
1707,572365,Ryan Goins,1707,100,0.237,0.12,0.283,0.356,0.281,0.261,0.21,99,418,80.1,12.3,2191,88.2,87.65,161,756,941,-0.6,5.99,110,147,102,147,280,317,300
1335,434658,Rajai Davis,1335,100,0.234,0.113,0.297,0.347,0.284,0.261,0.214,79,337,80,15.6,2239,88.2,87.64,166,670,656,-0.6,5.97,103,147,101,143,296,316,285
1548,595978,Austin Hedges,1548,100,0.214,0.183,0.26,0.398,0.285,0.26,0.2,83,387,81.9,20.2,2288,88.3,87.6,261,815,717,-0.7,5.93,108,151,113,146,299,317,293
626,542454,Danny Santana,626,100,0.202,0.155,0.244,0.357,0.26,0.26,0.206,34,168,80.1,12.1,2121,88.2,87.76,96,345,273,-0.4,5.95,108,147,101,148,288,314,293
516,572863,Dustin Garneau,516,100,0.188,0.125,0.257,0.313,0.262,0.26,0.198,21,112,78.4,23.3,2248,88.1,87.77,83,270,242,-0.3,6,106,150,113,145,302,322,293
1766,542340,Jonathan Villar,1766,100,0.241,0.132,0.33,0.372,0.292,0.259,0.209,97,403,82.2,9.6,2155,88.7,88.1,256,837,906,-0.6,5.99,108,147,99,148,292,309,291
459,592710,Josh Rutledge,459,100,0.224,0.037,0.316,0.262,0.26,0.258,0.211,24,107,82.2,10.8,2239,89.1,88.63,48,198,259,-0.5,6.08,106,149,110,146,294,318,285
525,547982,Leonys Martin,525,100,0.172,0.109,0.207,0.281,0.231,0.258,0.2,22,128,78.3,14.1,2217,88.3,87.8,71,262,252,-0.5,5.98,108,144,96,147,281,313,297
432,571841,Ty Kelly,432,100,0.191,0.146,0.231,0.337,0.25,0.257,0.21,17,89,77,13.9,2226,89.7,89.53,37,165,266,-0.2,6.21,110,148,103,149,284,310,291
1375,435622,Ian Desmond,1375,100,0.274,0.1,0.345,0.375,0.31,0.256,0.213,93,339,83.1,6.4,2249,89.2,88.79,180,654,715,-0.4,5.96,108,151,112,147,309,326,300
348,573088,Cameron Perkins,348,100,0.182,0.091,0.227,0.273,0.228,0.256,0.21,16,88,81.4,9.8,2220,89,88.43,39,159,187,-0.6,6.05,107,152,111,148,296,318,292
584,571681,Rey Fuentes,584,100,0.235,0.103,0.296,0.338,0.272,0.256,0.217,32,136,77.6,12.7,2229,89.3,88.82,82,289,292,-0.5,5.96,111,147,100,148,287,314,299
539,608703,Matt Reynolds,539,100,0.23,0.071,0.333,0.301,0.288,0.255,0.186,26,113,81.7,13.9,2201,89.8,89.49,61,215,318,-0.3,6.16,109,152,112,147,299,312,288
686,642162,Pat Valaika,686,100,0.257,0.273,0.291,0.53,0.333,0.255,0.211,47,183,79.1,18.7,2196,88.4,87.97,123,382,303,-0.4,5.92,107,150,110,146,306,322,297
597,446481,Sean Rodriguez,597,100,0.167,0.129,0.243,0.295,0.261,0.255,0.169,22,132,78,18.1,2206,88.9,88.7,115,297,292,-0.2,6.17,108,152,111,146,302,320,289
1814,592261,Delino DeShields,1814,100,0.269,0.098,0.358,0.367,0.311,0.255,0.191,101,376,76.7,12.5,2252,89.1,88.75,165,707,1082,-0.3,6.08,101,145,98,143,297,312,281
752,425772,Jeff Mathis,752,100,0.215,0.108,0.309,0.323,0.267,0.254,0.203,40,186,79.6,18,2264,88.4,87.81,129,386,355,-0.6,5.93,107,150,109,146,300,317,291
2397,543829,Dee Gordon,2397,100,0.308,0.067,0.354,0.375,0.318,0.254,0.237,201,653,75.7,6.9,2207,88.9,88.37,186,1256,1087,-0.5,6.05,101,144,90,144,274,303,293
1084,572073,Joey Rickard,1084,100,0.241,0.103,0.303,0.345,0.272,0.253,0.222,63,261,78.8,20.1,2219,88.8,88.17,120,499,575,-0.6,5.95,104,147,104,144,296,314,281
571,455755,Chris Stewart,571,100,0.183,0.038,0.22,0.221,0.211,0.253,0.22,24,131,77.6,11.7,2198,89.5,89.08,36,228,332,-0.4,6.04,109,150,110,147,297,306,278
716,571788,Brock Holt,716,100,0.2,0.043,0.259,0.243,0.26,0.252,0.189,28,140,78.9,7.5,2242,88.9,88.59,41,268,442,-0.3,6.07,112,147,104,147,272,310,298
870,400085,Ichiro Suzuki,870,100,0.255,0.077,0.297,0.332,0.293,0.252,0.212,50,196,75.4,9.7,2168,89.9,89.4,70,392,467,-0.5,6.09,111,146,101,145,274,305,294
720,460077,Drew Butera,720,100,0.227,0.092,0.286,0.319,0.27,0.251,0.212,37,163,79.3,20,2243,88.9,88.83,70,329,390,-0.1,6.16,109,149,110,145,299,315,283
434,458913,Eric Young Jr.,434,100,0.264,0.155,0.333,0.418,0.325,0.251,0.198,29,110,78.4,7.2,2204,88.6,88.06,66,220,204,-0.5,6,102,144,95,144,285,312,292
1332,446381,Darwin Barney,1332,100,0.232,0.095,0.27,0.327,0.264,0.251,0.224,78,336,78,16,2246,88.8,88.27,117,659,661,-0.5,6.01,107,148,106,145,293,315,280
360,449107,Mike Aviles,360,100,0.233,0.058,0.271,0.291,0.262,0.251,0.22,20,86,76.2,18.5,2211,88.4,87.68,23,164,183,-0.7,6.01,107,150,111,147,295,309,282
553,433217,Andres Blanco,553,100,0.192,0.1,0.232,0.292,0.247,0.248,0.189,25,130,80.2,16.7,2154,89.8,89.35,88,294,258,-0.4,6.11,110,149,106,150,286,313,291
1108,457787,Danny Espinosa,1108,100,0.173,0.105,0.261,0.278,0.236,0.248,0.175,46,266,80.2,18.3,2225,89,88.45,239,572,511,-0.5,6.01,108,147,106,146,295,322,298
803,571918,Deven Marrero,803,100,0.211,0.123,0.296,0.333,0.257,0.244,0.2,36,171,78.9,10.4,2254,88.9,88.37,107,370,423,-0.5,6.01,103,146,107,144,291,315,286
277,492802,Juan Graterol,277,100,0.202,0.048,0.233,0.25,0.2,0.243,0.246,17,84,78.4,7.9,2177,88.8,88.36,37,162,115,-0.4,6.03,107,148,113,145,300,317,288
2518,571740,Billy Hamilton,2518,100,0.247,0.088,0.313,0.335,0.282,0.243,0.215,144,582,74.8,14.2,2178,88.4,87.96,224,1141,1349,-0.4,6.07,99,142,90,143,280,304,285
1075,591720,Ronald Torreyes,1075,100,0.292,0.083,0.326,0.375,0.299,0.241,0.226,92,315,76.9,14.3,2263,88.6,88.05,100,631,436,-0.5,6,105,150,102,145,290,309,274
1080,605480,Mallex Smith,1080,100,0.27,0.086,0.347,0.355,0.305,0.239,0.199,69,256,74,9.3,2237,88.8,88.18,152,501,543,-0.6,6,102,145,94,144,277,313,294
814,488721,Peter Bourjos,814,100,0.223,0.16,0.282,0.383,0.284,0.236,0.19,42,188,80.3,12.7,2200,88.5,87.86,114,392,414,-0.6,6.06,102,148,102,145,296,319,285
698,506560,Alexi Amarista,698,100,0.238,0.113,0.291,0.351,0.271,0.234,0.216,40,168,79,17.3,2200,89.1,88.77,69,357,341,-0.3,5.98,109,147,101,148,288,314,299
319,642156,Stuart Turner,319,100,0.134,0.11,0.153,0.244,0.187,0.233,0.188,11,82,83.2,14.3,2200,89.1,88.91,40,151,168,-0.2,6.2,107,148,114,145,297,309,283
1153,573135,Tyler Saladino,1153,100,0.178,0.051,0.242,0.229,0.225,0.23,0.18,45,253,80.1,16.6,2258,88.3,87.85,119,484,660,-0.5,6.07,105,149,104,145,294,314,281
855,593700,Alen Hanson,855,100,0.221,0.124,0.268,0.346,0.265,0.23,0.194,48,217,78.5,11.9,2228,88.8,88.31,110,430,417,-0.5,6.05,106,145,97,144,284,311,291
593,592444,JaCoby Jones,593,100,0.17,0.099,0.288,0.27,0.232,0.23,0.164,24,141,78.5,15.3,2198,87.9,87.58,113,285,301,-0.3,6.16,104,150,108,145,299,318,287
642,642708,Amed Rosario,642,100,0.248,0.145,0.33,0.394,0.288,0.228,0.205,41,165,78.7,12.5,2254,88.3,88.08,127,355,284,-0.2,6.2,106,151,106,147,298,315,289
298,608325,Gavin Cecchini,298,100,0.208,0.065,0.263,0.273,0.24,0.228,0.192,16,77,77.8,17.3,2222,87.3,86.95,36,158,135,-0.4,6.12,107,151,109,147,296,308,282
1222,489267,Adam Rosales,1222,100,0.225,0.128,0.312,0.353,0.264,0.226,0.189,65,289,80.3,16.5,2244,88,87.44,208,582,629,-0.6,5.96,105,149,106,145,298,317,288
598,624507,Ryder Jones,598,100,0.173,0.1,0.25,0.273,0.235,0.225,0.166,26,150,79.2,16.5,2181,88,87.62,94,304,277,-0.4,6.01,116,151,116,150,292,318,300
1320,641553,Adam Engel,1320,100,0.166,0.116,0.247,0.282,0.228,0.223,0.164,50,301,76.4,17.8,2294,88.5,88.3,218,628,672,-0.2,6.14,105,148,102,143,295,315,287
366,608671,Travis Jankowski,366,100,0.187,0.027,0.298,0.213,0.233,0.222,0.164,14,75,79.1,11.8,2236,88.6,87.56,44,157,205,-1,5.75,106,145,97,143,279,309,298
506,571912,Luke Maile,506,100,0.146,0.085,0.181,0.231,0.181,0.202,0.165,19,130,77.5,14.7,2238,89.3,88.7,55,243,260,-0.6,6,106,151,113,145,296,320,286
415,570489,Arismendy Alcantara,415,100,0.171,0.076,0.258,0.248,0.189,0.173,0.162,18,105,78,12,2166,88.2,87.79,73,212,202,-0.4,6.07,107,145,100,145,286,308,285
